Equip ID;Minesite;Equipment;Equip Label;On Site Id;Equipment Type;Model;Status;SerialNumber;Commissioning Date;Parent Product Family;Brand;Product Group;Created Date
4277;Mandiana/Mota;MEGM 056;MEGM 056;;745;745;-1;3F601446;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;15/09/2024
5692;Mandiana/Mota;MEGM 057;MEGM 057;;745;745;-1;3F601448;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;30/01/2025
5693;Mandiana/Mota;MEGM 058;MEGM 058;;745;745;-1;3F601863;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;30/01/2025
5658;Mandiana/Mota;MEGM 060;MEGM 060;;745;745;-1;3F600454;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;30/01/2025
4189;Mandiana/Mota;MEGM 061;MEGM 061;;745;745;-1;3F600921;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;15/09/2024
5660;Mandiana/Mota;MEGM 062;MEGM 062;;745;745;-1;3F600925;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;30/01/2025
4191;Mandiana/Mota;MEGM 063;MEGM 063;;745;745;-1;3F600928;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;15/09/2024
5662;Mandiana/Mota;MEGM 064;MEGM 064;;745;745;-1;3F600933;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;30/01/2025
4193;Mandiana/Mota;MEGM 065;MEGM 065;;745;745;-1;3F600942;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;15/09/2024
5664;Mandiana/Mota;MEGM 066;MEGM 066;;745;745;-1;3F600946;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;30/01/2025
4195;Mandiana/Mota;MEGM 067;MEGM 067;;745;745;-1;3F600947;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;15/09/2024
5666;Mandiana/Mota;MEGM 068;MEGM 068;;745;745;-1;3F600957;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;30/01/2025
4197;Mandiana/Mota;MEGM 069;MEGM 069;;745;745;-1;3F600958;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;15/09/2024
5668;Mandiana/Mota;MEGM 070;MEGM 070;;745;745;-1;3F600959;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;30/01/2025
4199;Mandiana/Mota;MEGM 071;MEGM 071;;745;745;-1;3F600961;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;15/09/2024
5670;Mandiana/Mota;MEGM 072;MEGM 072;;745;745;-1;3F600962;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;30/01/2025
4201;Mandiana/Mota;MEGM 073;MEGM 073;;745;745;-1;3F600964;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;15/09/2024
5672;Mandiana/Mota;MEGM 074;MEGM 074;;745;745;-1;3F600965;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;30/01/2025
4203;Mandiana/Mota;MEGM 075;MEGM 075;;745;745;-1;3F600966;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;15/09/2024
5674;Mandiana/Mota;MEGM 076;MEGM 076;;745;745;-1;3F600968;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;30/01/2025
4205;Mandiana/Mota;MEGM 077;MEGM 077;;745;745;-1;3F601471;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;15/09/2024
5676;Mandiana/Mota;MEGM 078;MEGM 078;;745;745;-1;3F601473;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;30/01/2025
4207;Mandiana/Mota;MEGM 079;MEGM 079;;745;745;-1;3F601477;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;15/09/2024
4208;Mandiana/Mota;MEGM 080;MEGM 080;;745;745;-1;3F601478;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;15/09/2024
5678;Mandiana/Mota;MEGM 081;MEGM 081;;745;745;-1;3F601480;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;30/01/2025
4210;Mandiana/Mota;MEGM 082;MEGM 082;;745;745;-1;3F601481;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;15/09/2024
5680;Mandiana/Mota;MEGM 083;MEGM 083;;745;745;-1;3F601497;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;30/01/2025
4212;Mandiana/Mota;MEGM 084;MEGM 084;;745;745;-1;3F601498;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;15/09/2024
5682;Mandiana/Mota;MEGM 085;MEGM 085;;745;745;-1;3F601506;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;30/01/2025
5683;Mandiana/Mota;MEGM 086;MEGM 086;;745;745;-1;3F601567;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;30/01/2025
5684;Mandiana/Mota;MEGM 087;MEGM 087;;745;745;-1;3F601568;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;30/01/2025
4216;Mandiana/Mota;MEGM 088;MEGM 088;;745;745;-1;3F601569;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;15/09/2024
5686;Mandiana/Mota;MEGM 089;MEGM 089;;745;745;-1;3F601599;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;30/01/2025
4218;Mandiana/Mota;MEGM 090;MEGM 090;;745;745;-1;3F601676;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;15/09/2024
4219;Mandiana/Mota;MEGM 091;MEGM 091;;745;745;-1;3F601767;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;15/09/2024
4279;Mandiana/Mota;GN94/5358;GN94/5358;;773;773G LRC;-1;MWH00336;12/31/2018 12:00:00 AM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;15/09/2024
4280;Mandiana/Mota;GN94/5359;GN94/5359;;773;;0;;12/31/2018 4:00:00 PM;;CAT;;15/09/2024
4281;Mandiana/Mota;GN94/5360;GN94/5360;;773;773G LRC;-1;MWH00237;12/31/2018 12:00:00 AM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;15/09/2024
4282;Mandiana/Mota;GN94/5361;GN94/5361;;773;773G LRC;-1;MWH00341;12/31/2018 8:00:00 AM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;15/09/2024
4283;Mandiana/Mota;GN94/5363;GN94/5363;;773;;0;;12/31/2018 4:00:00 PM;;CAT;;15/09/2024
4284;Mandiana/Mota;GN94/5364;GN94/5364;;773;773G LRC;-1;MWH00340;12/31/2018 8:00:00 AM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;15/09/2024
4285;Mandiana/Mota;GN94/5365;GN94/5365;;773;;0;;12/31/2018 4:00:00 PM;;CAT;;15/09/2024
5694;Mandiana/Mota;MEGM 300;MEGM 300;;773;773G LRC;0;MWH00237;12/31/2018 8:00:00 AM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;29/01/2025
5695;Mandiana/Mota;MEGM 302;MEGM 302;;773;773G LRC;-1;MWH00245;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5696;Mandiana/Mota;MEGM 303;MEGM 303;;773;773G LRC;0;MWH00336;12/31/2018 8:00:00 AM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;29/01/2025
5697;Mandiana/Mota;MEGM 304;MEGM 304;;773;773G LRC;-1;MWH00337;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5698;Mandiana/Mota;MEGM 305;MEGM 305;;773;773G LRC;0;MWH00340;12/31/2018 8:00:00 AM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;29/01/2025
5699;Mandiana/Mota;MEGM 306;MEGM 306;;773;773G LRC;0;MWH00341;12/31/2018 8:00:00 AM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;29/01/2025
5700;Mandiana/Mota;MEGM 307;MEGM 307;;773;773G LRC;-1;MWH00342;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
4286;Mandiana/Mota;GN31/5122;GN31/5122;;980;;0;;12/31/2018 4:00:00 PM;;CAT;;15/09/2024
4287;Mandiana/Mota;GN31/5123;GN31/5123;;980;;0;;12/31/2018 4:00:00 PM;;CAT;;15/09/2024
4288;Mandiana/Mota;GN31/5125;GN31/5125;;980;;0;;12/31/2018 4:00:00 PM;;CAT;;15/09/2024
4289;Mandiana/Mota;GN31/5155;GN31/5155;;980;;0;;12/31/2018 4:00:00 PM;;CAT;;15/09/2024
5701;Mandiana/Mota;MEGM 034;MEGM 034;;980;980L;-1;D8Z20423;12/31/2018 4:00:00 PM;WHEEL-TYPE LOADER;CAT;WHEEL-TYPE LOADER;30/01/2025
5702;Mandiana/Mota;MEGM 035;MEGM 035;;980;980L;-1;D8Z20396;12/31/2018 4:00:00 PM;WHEEL-TYPE LOADER;CAT;WHEEL-TYPE LOADER;30/01/2025
5703;Mandiana/Mota;MEGM 036;MEGM 036;;980;980L;-1;D8Z20403;12/31/2018 4:00:00 PM;WHEEL-TYPE LOADER;CAT;WHEEL-TYPE LOADER;30/01/2025
5704;Mandiana/Mota;MEGM 037;MEGM 037;;980;980L;-1;D8Z20404;12/31/2018 4:00:00 PM;WHEEL-TYPE LOADER;CAT;WHEEL-TYPE LOADER;30/01/2025
4293;Mandiana/Mota;MEGM 038;MEGM 038;;980;980L;0;D8Z20414;12/31/2018 8:00:00 AM;WHEEL-TYPE LOADER;CAT;WHEEL-TYPE LOADER;15/09/2024
5706;Mandiana/Mota;MEGM 039;MEGM 039;;980;980L;-1;D8Z20477;12/31/2018 4:00:00 PM;WHEEL-TYPE LOADER;CAT;WHEEL-TYPE LOADER;30/01/2025
4295;Mandiana/Mota;GN32/5140;GN32/5140;;D8;;0;;12/31/2018 4:00:00 PM;;CAT;;15/09/2024
4296;Mandiana/Mota;GN32/5141;GN32/5141;;D8;;0;;12/31/2018 4:00:00 PM;;CAT;;15/09/2024
4297;Mandiana/Mota;GN32/5142;GN32/5142;;D8;;0;;12/31/2018 4:00:00 PM;;CAT;;15/09/2024
4298;Mandiana/Mota;GN32/5144;GN32/5144;;D8;;0;;12/31/2018 4:00:00 PM;;CAT;;15/09/2024
4299;Mandiana/Mota;GN32/5147;GN32/5147;;D8;;0;;12/31/2018 4:00:00 PM;;CAT;;15/09/2024
4300;Mandiana/Mota;GN32/5200;GN32/5200;;D8;;0;;12/31/2018 4:00:00 PM;;CAT;;15/09/2024
5707;Mandiana/Mota;MEGM 099;MEGM 099;;D8;D8R;-1;MEJ00206;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;30/01/2025
5708;Mandiana/Mota;MEGM 100;MEGM 100;;D8;D8R;-1;RJM01069;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;30/01/2025
4302;Mandiana/Mota;MEGM 101;MEGM 101;;D8;D8R;-1;RJM01070;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;15/09/2024
5710;Mandiana/Mota;MEGM 102;MEGM 102;;D8;D8R;-1;RJM01071;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;30/01/2025
5711;Mandiana/Mota;MEGM 103;MEGM 103;;D8;D8R;-1;RJM01073;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;30/01/2025
5712;Mandiana/Mota;MEGM 104;MEGM 104;;D8;D8R;-1;RJM01074;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;30/01/2025
4306;Mandiana/Mota;MEGM 105;MEGM 105;;D8;D8R;-1;RJM01075;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;15/09/2024
5714;Mandiana/Mota;MEGM 106;MEGM 106;;D8;D8R;-1;RJM01077;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;30/01/2025
4308;Mandiana/Mota;MEGM 107;MEGM 107;;D8;D8R;-1;RJM01078;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;15/09/2024
4309;Mandiana/Mota;GN32/5198;GN32/5198;;D9;;0;;12/31/2018 4:00:00 PM;;CAT;;15/09/2024
4310;Mandiana/Mota;GN32/5199;GN32/5199;;D9;;0;;12/31/2018 4:00:00 PM;;CAT;;15/09/2024
5716;Mandiana/Mota;MEGM 108;MEGM 108;;D9;D9G;-1;AK400315;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;30/01/2025
5717;Mandiana/Mota;MEGM 109;MEGM 109;;D9;D9G;-1;AK400366;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;30/01/2025
5593;MHDT/SNIM;RH200N01;RH200N01;;6050;6050 FS;-1;DH250122;12/31/2018 4:00:00 PM;EXPANDED MINING PRODUCTS;CAT;EXPANDED MINING PRODUCTS;30/01/2025
5596;MHDT/SNIM;RH200N05;RH200N05;;6050;6050 FS;-1;DH250140;12/31/2018 4:00:00 PM;EXPANDED MINING PRODUCTS;CAT;EXPANDED MINING PRODUCTS;30/01/2025
5600;MHDT/SNIM;RH200N09;RH200N09;;6050;6050 FS;-1;DH250162;12/31/2018 4:00:00 PM;EXPANDED MINING PRODUCTS;CAT;EXPANDED MINING PRODUCTS;30/01/2025
5602;MHDT/SNIM;RH200N12;RH200N12;;6050;6050 FS;-1;DH250169;12/31/2018 4:00:00 PM;EXPANDED MINING PRODUCTS;CAT;EXPANDED MINING PRODUCTS;30/01/2025
5603;MHDT/SNIM;RH200N13;RH200N13;;6050;6050 FS;-1;DH250172;12/31/2018 4:00:00 PM;EXPANDED MINING PRODUCTS;CAT;EXPANDED MINING PRODUCTS;30/01/2025
5470;MHDT/SNIM;785C932;785C932;;785;785C;-1;APX01169;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5472;MHDT/SNIM;785C934;785C934;;785;785C;-1;APX01423;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5476;MHDT/SNIM;785C939;785C939;;785;785C;-1;APX01432;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5477;MHDT/SNIM;785C940;785C940;;785;785C;-1;APX01433;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5481;MHDT/SNIM;785C944;785C944;;785;785C;-1;APX01827;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5484;MHDT/SNIM;785C947;785C947;;785;785C;-1;APX01918;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5488;MHDT/SNIM;785C952;785C952;;785;785C;-1;APX02057;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5489;MHDT/SNIM;785C953;785C953;;785;785C;-1;APX02056;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5491;MHDT/SNIM;785C955;785C955;;785;785C;-1;APX02205;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5495;MHDT/SNIM;785C959;785C959;;785;785C;-1;APX02231;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5503;MHDT/SNIM;785C967;785C967;;785;785C;-1;APX02241;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5569;MHDT/SNIM;789C321;789C321;;789;789C;-1;2BW00698;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5547;MHDT/SNIM;789D371;789D371;;789;789D;-1;SPD00605;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5548;MHDT/SNIM;789D372;789D372;;789;789D;-1;SPD00607;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5549;MHDT/SNIM;789D373;789D373;;789;789D;-1;SPD00608;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5606;MHDT/SNIM;D10N16;D10N16;;D10;D10T;-1;RJG01013;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;30/01/2025
5613;MHDT/SNIM;D10N23;D10N23;;D10;D10T;-1;RJG02077;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;30/01/2025
5618;MHDT/SNIM;D10N28;D10N28;;D10;D10T;-1;RJG02714;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;30/01/2025
5621;MHDT/SNIM;D10N31;D10N31;;D10;D10T;-1;RJG04637;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;30/01/2025
5594;PG11/SNIM;RH200N02;RH200N02;;6050;6050 FS;-1;DH250124;12/31/2018 4:00:00 PM;EXPANDED MINING PRODUCTS;CAT;EXPANDED MINING PRODUCTS;30/01/2025
5595;PG11/SNIM;RH200N03;RH200N03;;6050;6050 FS;-1;DH250137;12/31/2018 4:00:00 PM;EXPANDED MINING PRODUCTS;CAT;EXPANDED MINING PRODUCTS;30/01/2025
5573;PG11/SNIM;789C329;789C329;;789;789C;-1;2BW01281;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5582;PG11/SNIM;789C342;789C342;;789;789C;-1;2BW01823;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5584;PG11/SNIM;789C345;789C345;;789;789C;-1;2BW01826;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5543;PG11/SNIM;789D367;789D367;;789;789D;-1;SPD00498;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5614;PG11/SNIM;D10N24-1;D10N24-1;;D10;D10T;-1;RJG02290;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;30/01/2025
5616;PG11/SNIM;D10N26;D10N26;;D10;D10T;-1;RJG02648;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;30/01/2025
5620;PG11/SNIM;D10N30;D10N30;;D10;D10T;-1;RJG04622;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;30/01/2025
5624;PG11/SNIM;D10N34;D10N34;;D10;D10T;-1;RJG04654;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;30/01/2025
5635;PG11/SNIM;49R10;49R10;;MD6640;MD6640;-1;DR612183;12/31/2018 4:00:00 PM;EXPANDED MINING PRODUCTS;CAT;EXPANDED MINING PRODUCTS;30/01/2025
5637;PG11/SNIM;49R12;49R12;;MD6640;MD6640;-1;DR612200;12/31/2018 4:00:00 PM;EXPANDED MINING PRODUCTS;CAT;EXPANDED MINING PRODUCTS;30/01/2025
5639;PG11/SNIM;49R14;49R14;;MD6640;MD6640;-1;DR612209;12/31/2018 4:00:00 PM;EXPANDED MINING PRODUCTS;CAT;EXPANDED MINING PRODUCTS;30/01/2025
5640;PG11/SNIM;49R15;49R15;;MD6640;MD6640;-1;DR612210;12/31/2018 4:00:00 PM;EXPANDED MINING PRODUCTS;CAT;EXPANDED MINING PRODUCTS;30/01/2025
5589;RSSA/SNIM;FS6040N01;FS6040N01;;6040;6040 FS;-1;DHX40202;12/31/2018 4:00:00 PM;EXPANDED MINING PRODUCTS;CAT;EXPANDED MINING PRODUCTS;30/01/2025
5590;RSSA/SNIM;FS6040N02;FS6040N02;;6040;6040 FS;-1;DHX40204;12/31/2018 4:00:00 PM;EXPANDED MINING PRODUCTS;CAT;EXPANDED MINING PRODUCTS;30/01/2025
5469;RSSA/SNIM;785C930;785C930;;785;785C;-1;APX00648;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5471;RSSA/SNIM;785C933;785C933;;785;785C;-1;APX01179;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5474;RSSA/SNIM;785C937;785C937;;785;785C;-1;APX01430;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5479;RSSA/SNIM;785C942;785C942;;785;785C;-1;APX01825;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5480;RSSA/SNIM;785C943;785C943;;785;785C;-1;APX01826;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5482;RSSA/SNIM;785C945;785C945;;785;785C;-1;APX01894;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5486;RSSA/SNIM;785C949;785C949;;785;785C;-1;APX02045;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5492;RSSA/SNIM;785C956;785C956;;785;785C;-1;APX02206;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5496;RSSA/SNIM;785C960;785C960;;785;785C;-1;APX02232;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5498;RSSA/SNIM;785C962;785C962;;785;785C;-1;APX02235;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5501;RSSA/SNIM;785C965;785C965;;785;785C;-1;APX02245;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5502;RSSA/SNIM;785C966;785C966;;785;785C;-1;APX02236;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5505;RSSA/SNIM;785C969;785C969;;785;785C;-1;APX02246;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5507;RSSA/SNIM;785D971;785D971;;785;785D;-1;MSY00936;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5520;RSSA/SNIM;785D984;785D984;;785;785D;-1;MSY01025;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5521;RSSA/SNIM;785D985;785D985;;785;785D;-1;MSY01026;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;30/01/2025
5588;RSSA/SNIM;994K N?02;994K N?02;;994;994K;-1;MM900365;12/31/2018 4:00:00 PM;WHEEL-TYPE LOADER;CAT;WHEEL-TYPE LOADER;30/01/2025
5609;RSSA/SNIM;D10N19;D10N19;;D10;D10T;-1;RJG01433;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;30/01/2025
5630;RSSA/SNIM;D10N41;D10N41;;D10;D10T;-1;RJG04812;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;30/01/2025
4701;Sabodala;DT225;DT225;;777;777E;-1;KYD00119;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;20/01/2025
4702;Sabodala;DT226;DT226;;777;777E;-1;KYD00120;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;20/01/2025
4703;Sabodala;DT227;DT227;;777;777E;-1;KYD00128;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;20/01/2025
4704;Sabodala;DT228;DT228;;777;777E;-1;KYD00129;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;20/01/2025
4705;Sabodala;DT229;DT229;;777;777E;-1;KYD00131;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;20/01/2025
4706;Sabodala;DT230;DT230;;777;777E;-1;KYD00132;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;20/01/2025
4707;Sabodala;DT231;DT231;;777;777E;-1;KYD00133;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;20/01/2025
4708;Sabodala;DT232;DT232;;777;777E;-1;KYD00130;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;20/01/2025
